company_size,product_category,product_subcategory,NAICS,NAICS_description,reformulation_activity,cost_type,5th Percentile,Mean,95th Percentile
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Total Costs,26561335,57208842,104738094
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Per Formula Costs,17270.048764629388,37196.90637191157,68100.1911573472
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Total Costs,127075,292675,556025
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Total Costs,20480018,44125978,80741622
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Total Costs,56048,121824,222878
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Total Costs,20663141,44540477,81520525
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,8. Recordkeeping,Per Formula Costs,13435.072171651496,28959.998049414826,53004.242522756824
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Total Costs,0,0,0
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Total Costs,0,0,0
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Total Costs,0,0,0
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Per Formula Costs,0,0,0
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Total Costs,0,0,0
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Total Costs,0,0,0
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Total Costs,4544824.699999999,5757570,7113797.6
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Total Costs,16328.599999999999,24810.199999999997,31414.6
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Per Formula Costs,16328.599999999999,24810.199999999997,31414.6
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Total Costs,4561153.3,5782380.2,7145212.199999999
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,Consumer tests,Per Formula Costs,2965.6393368010404,3759.6750325097532,4645.781664499349
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,393545.806,584211.8600000001,860313.6340000002
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,1308.1999999999998,1942,2859.8
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,7471350.9,18252659.25,35485723.89
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,290509.99,677682.22,1282106.64
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,6107,14246,26951.999999999996
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,8155406.696,19514553.330000002,37628144.164000005
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3292.4665404381935,7878.333513659725,15191.076332161216
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,535176.5700000001,1342002.6300000001,2655727.24
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,31430759.940000005,75760775.28,146119189.14000002
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,1474051.59,3384843.35,6353401.63
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,30987,71155,133559
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,33439988.1,80487621.26,155128318.01
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,13500.251555315122,32494.124425209633,62627.75304300785
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,1680045.3010000002,3758570.0200000005,6966711.389
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494,23158.3
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,52379704.14300001,115805938.95,213740874.837
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,24607.7,54405,100414.3
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,2840295.289,6221918.15,11418241.371
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.3
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,56900044.733,125786427.12,232125827.597
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,22971.44709223695,50781.96808222884,93712.86424127672
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,85345.471,183205.47000000003,342735.619
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,4241641.2930000005,9606326.67,17938266.507
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,1992.6999999999998,4513,8427.3
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,202538.789,444922.21,812462.301
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,4529525.553,10234454.350000001,19093464.427
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,1828.6410332702194,4131.810927779282,7708.333270219097
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,3038.3830000000007,7731.331000000001,15507.786500000002
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,10.100000000000001,25.7,51.55
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,1122511.9365,2537704.9980000006,4729726.98
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,527.35,1192.2000000000003,2222
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,58192.38100000001,127868.16000000002,234441.60950000002
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,1223.3000000000002,2688.0000000000005,4928.35
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,1183742.7005,2673304.4890000005,4979676.376
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,477.89563159318374,1079.255261022451,2010.3740329997297
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,904264.897,1432402.0450000002,2188267.5030000005
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,3005.8999999999996,4761.5,7274.1
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,35994244.04100001,77243338.215,140040148.95900002
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,1714565.51,3811593.82,6966198.37
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,38613074.44800001,82487334.08000001,149194614.83200002
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,15588.708249932382,33301.44008655668,60232.22331620234
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,472904.76000000007,1001763.9000000001,1854316.1200000003
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,56629008.36,122044836.24000001,223359334.47000003
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,3062889.59,6510430.2,11809157.36
Large Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,60164802.71000001,129557030.34,237022807.95000002
Total,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,24289.481471463354,52304.22017852313,95689.85258317557
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,66483.43000000001,153122.47000000003,290902.61000000004
Small Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,221,509.00000000000006,967
Medium Companies,Side dishes & starches,Ready-made salads,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,45315552.510000005,97636294.71000001,178654687.29000002
